Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
356,Cedi Osman,SF,24,CLE,37,37,29,4,9.1,0.442,1.8,4.7,0.379,2.2,4.4,0.509,0.54,0.8,1.3,0.633,0.4,2.8,3.2,2.1,0.9,0.3,1.4,2.2,10.6,1072,10.7,0.551,0.519,0.146,1.6,10.6,6.1,10.8,1.5,1,12.5,16.3,0.5,0.3,0.8,0.034,-0.4,-1,-1.4,0.2
357,Kelly Oubre,SF,24,PHO,37,37,33.8,6.5,14.1,0.46,1.8,5.2,0.356,4.6,8.9,0.52,0.525,3.5,4.4,0.79,1.2,4.9,6.1,1.7,1.5,0.7,1.5,3.2,18.2,1249,15.8,0.57,0.367,0.312,3.9,16.3,9.9,7.5,2.1,1.8,8.8,21.9,1.4,1.2,2.6,0.101,0.1,0,0.1,0.7
358,Jabari Parker,PF,24,ATL,32,23,26.2,6.2,12.3,0.504,1,3.6,0.27,5.2,8.7,0.601,0.543,1.7,2.3,0.736,1.7,4.3,6,1.8,1.3,0.5,1.9,2.9,15,837,17.7,0.565,0.293,0.183,7,18,12.4,11.9,2.3,1.5,12.4,24.2,0.7,0.7,1.3,0.077,0.3,-0.7,-0.5,0.3
359,Chandler Parsons,SF,31,ATL,5,0,10.8,1,3.6,0.278,0.8,2.8,0.286,0.2,0.8,0.25,0.389,0,0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8,54,5.8,0.389,0.778,0,2,12.2,7.1,7.7,3.5,1.5,14.3,16.3,-0.1,0,-0.1,-0.064,-4.9,-0.3,-5.3,0
360,Eric Paschall,PF,23,GSW,33,20,27.7,5.3,10.8,0.49,0.6,2.2,0.288,4.6,8.5,0.543,0.52,2.8,3.6,0.775,1.3,3.2,4.5,1.7,0.4,0.3,1.6,1.8,14,913,14.4,0.566,0.206,0.338,4.9,12.8,8.8,10.5,0.7,1,11.3,21.5,0.9,0.3,1.2,0.062,-1.3,-2.3,-3.6,-0.4
361,Anžejs Pasečņiks,C,24,WAS,11,0,21,3.1,6,0.515,0,0.1,0,3.1,5.9,0.523,0.515,1.5,2.6,0.586,2.4,3.9,6.3,1,0.4,0.4,1.2,3.8,7.7,231,11.9,0.54,0.015,0.439,11.7,21.1,16.2,6.5,0.8,1.5,14.2,16.4,0.2,0,0.3,0.053,-2.5,-1.6,-4.1,-0.1
362,Patrick Patterson,PF,30,LAC,33,15,14.4,1.8,4.3,0.406,1.3,3.3,0.385,0.5,1,0.471,0.552,0.5,0.7,0.708,0.8,2.2,3,0.8,0.2,0.1,0.3,0.8,5.3,476,12.3,0.57,0.762,0.168,5.5,15.8,10.7,7.1,0.6,0.5,6.7,14.2,0.8,0.5,1.2,0.125,1,-1,0,0.2
363,Justin Patton,C,22,OKC,2,0,4.5,0.5,1.5,0.333,0,0.5,0,0.5,1,0.5,0.333,0,0,,0,1,1,0,0,0,0.5,2,1,9,-10.3,0.333,0.333,0,0,23.8,12.2,0,0,0,25,19.6,-0.1,0,0,-0.223,-15,-5.6,-20.6,0
364,Chris Paul,PG,34,OKC,37,37,31.9,5.7,12.1,0.47,1.6,4.4,0.373,4.1,7.8,0.524,0.537,3.6,4,0.905,0.3,4.7,5.1,6.5,1.5,0.1,2.1,2.4,16.6,1182,20.8,0.599,0.359,0.33,1.1,15.8,8.7,31.8,2.4,0.4,13,22.1,3.1,1.5,4.7,0.189,3.7,0.6,4.2,1.9
365,Elfrid Payton,PG,25,NYK,19,10,24.7,3.5,8.4,0.413,0.5,1.8,0.265,3,6.6,0.452,0.441,0.7,1.4,0.519,1.2,2.9,4.1,5.9,1.5,0.4,1.9,1.9,8.2,469,14.6,0.451,0.213,0.169,4.7,12.7,8.5,36.5,2.9,1.4,17.7,18.8,0,0.4,0.4,0.043,-1.1,0.4,-0.7,0.2
366,Gary Payton,G,27,WAS,8,6,23.8,2.5,5.9,0.426,0.8,2.3,0.333,1.8,3.6,0.483,0.489,0.3,0.5,0.5,1.3,3.5,4.8,3,2.3,0.4,1.3,1.9,6,190,13.4,0.492,0.383,0.085,5.5,16.7,10.8,16.2,4.4,1.4,17,12.8,0.1,0.2,0.3,0.063,-0.7,2.4,1.7,0.2
367,Norvel Pelle,SF,26,PHI,8,0,9.5,0.9,1.5,0.583,0,0,,0.9,1.5,0.583,0.583,0.5,0.8,0.667,0.6,2.1,2.8,0.6,0,1.3,0.8,2,2.3,76,11.5,0.615,0,0.5,7.5,24.5,16.1,8.6,0,11,29.1,11.7,0,0.2,0.2,0.109,-5.5,5.9,0.4,0
368,Theo Pinson,SG,24,BRK,24,0,13.3,1.8,5.9,0.296,0.6,3,0.197,1.2,3,0.394,0.345,0.6,0.7,0.938,0.4,1.5,1.9,1.9,0.5,0.1,1.3,1.3,4.7,318,4.5,0.379,0.5,0.113,3,11.2,7.2,21.2,1.6,0.5,17.2,23.5,-0.9,0.3,-0.6,-0.093,-6.3,-1.4,-7.6,-0.4
369,Mason Plumlee,C,29,DEN,36,1,17.2,2.7,4.8,0.573,0,0.1,0,2.7,4.6,0.587,0.573,1.4,2.4,0.557,1.8,3.7,5.5,2.3,0.6,0.7,1.5,2.2,6.8,619,18.1,0.584,0.023,0.515,11.1,24,17.5,19.3,1.7,3.7,20.2,18.3,0.8,1,1.9,0.146,-0.7,3.4,2.7,0.7
370,Vincent Poirier,C,26,BOS,9,0,4.9,0.8,1.6,0.5,0,0,,0.8,1.6,0.5,0.5,0.1,0.2,0.5,0.9,0.8,1.7,0.3,0.2,0.2,0.3,1.1,1.7,44,15.4,0.504,0,0.143,19.5,16.8,18.2,9.9,2.2,4.2,16.8,17.3,0,0.1,0.1,0.143,-1.5,2.9,1.4,0
371,Jakob Pöltl,C,24,SAS,35,7,17.8,2.3,3.8,0.602,0,0,,2.3,3.8,0.602,0.602,0.7,1.3,0.533,1.9,3.7,5.7,1.8,0.5,1.4,0.9,1.7,5.3,624,18.4,0.602,0,0.338,11.6,21.8,16.7,13.5,1.4,6.5,16.4,12.6,1.2,0.8,2,0.155,0,4.2,4.3,1
372,Shamorie Ponds,PG,21,TOR,4,0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.5,0.5,1,0,0.3,0.3,0.5,0,0.3,0,0.5,2.3,11,33.9,0.765,0.4,0.4,0,9.2,4.7,33.6,0,8.6,0,22.8,0.1,0,0.1,0.461,9.6,0,9.6,0
373,Jordan Poole,SG,20,GSW,31,9,21.5,2.2,8.3,0.261,1.1,4.5,0.239,1.1,3.8,0.286,0.325,1.6,1.9,0.85,0.1,1.7,1.9,1.8,0.7,0.2,1,1.6,7,665,4.3,0.385,0.537,0.233,0.6,9,4.7,12.3,1.5,0.9,9.9,20.1,-1.4,0.3,-1.1,-0.083,-5.7,-2.7,-8.3,-1.1
374,Kevin Porter,SF,19,CLE,34,2,21.8,3.3,7.4,0.439,0.8,2.7,0.297,2.5,4.8,0.519,0.492,1.2,1.6,0.727,0.4,2.9,3.3,1.9,0.9,0.2,1.7,2.6,8.5,742,9.7,0.521,0.36,0.217,1.8,14.8,8.3,13.4,1.9,0.7,17.5,19.4,-0.4,0.3,-0.1,-0.004,-2.7,-0.8,-3.5,-0.3
375,Michael Porter,PF,21,DEN,27,1,10.7,2.5,4.6,0.54,0.6,1.6,0.372,1.9,3,0.63,0.605,0.4,0.6,0.706,0.9,2,2.9,0.5,0.1,0.4,0.7,1.4,6,289,18.4,0.616,0.347,0.137,9,20.7,14.8,7.2,0.5,3.4,12.6,22.5,0.4,0.4,0.8,0.135,0,-1.2,-1.2,0.1
376,Otto Porter,SF,26,CHI,9,9,25.1,3.9,9.3,0.417,1.8,4.4,0.4,2.1,4.9,0.432,0.512,1.7,2.2,0.75,0.9,2.6,3.4,1.6,1,0.3,0.8,2.2,11.2,226,13.6,0.544,0.476,0.238,3.6,11.3,7.3,9.6,1.9,1.3,7,18.7,0.3,0.3,0.5,0.11,-0.5,-0.4,-0.9,0.1
377,Bobby Portis,C,24,NYK,37,2,20.8,3.8,8.7,0.44,1.1,3,0.382,2.7,5.8,0.469,0.505,1.1,1.4,0.75,1.4,4.1,5.6,1.3,0.6,0.2,1,1.8,9.9,771,15.1,0.528,0.341,0.161,6.9,21.4,13.9,9.9,1.3,1.1,9.9,21,0.6,0.5,1.1,0.071,-0.8,-1.2,-2,0
378,Kristaps Porziņģis,PF,24,DAL,31,31,31.2,6.1,15.2,0.403,2.2,6.4,0.343,3.9,8.8,0.445,0.475,2.8,3.9,0.725,1.7,7.6,9.4,1.5,0.6,2.1,1.7,3,17.3,968,16.7,0.51,0.419,0.254,5.9,24.8,15.6,7.1,0.9,5.8,9,25.4,0.4,1.5,1.9,0.094,-2.3,1,-1.3,0.2
379,Dwight Powell,C,28,DAL,33,30,26.6,3.3,5.5,0.608,0.3,1,0.265,3.1,4.5,0.687,0.633,1.8,2.6,0.667,1.8,3.6,5.4,1.4,0.9,0.6,0.8,2.6,8.7,877,15.1,0.654,0.188,0.481,7.1,13.9,10.6,7.3,1.7,1.9,11.3,12,2,0.9,2.9,0.161,1.1,1.6,2.6,1
380,Norman Powell,SG,26,TOR,27,16,28.9,5.2,10.5,0.493,1.9,4.9,0.389,3.3,5.7,0.582,0.583,2.1,2.6,0.826,0.6,3.3,3.9,1.7,1.1,0.4,1.6,1.9,14.4,780,15.3,0.617,0.461,0.243,2,11.7,7,9.3,1.8,1.3,12,19.6,1,1.2,2.2,0.135,0.8,0.5,1.4,0.7
381,Julius Randle,PF,25,NYK,37,37,32.1,6.8,15.1,0.449,1.2,4.2,0.286,5.6,10.9,0.511,0.488,3.8,5.4,0.697,2.2,6.9,9.1,3.2,0.7,0.2,2.9,2.7,18.5,1188,16.7,0.53,0.276,0.361,6.7,23.3,14.7,17.1,1.1,0.7,14.3,26.8,0.5,0.8,1.3,0.053,0,-0.7,-0.7,0.4
382,Josh Reaves,G,22,DAL,2,0,0.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,-40.2,0,0,0,0,0,0,0,0,0,0,42.7,0,0,0,-1.028,-38.2,-12.1,-50.3,0
383,Cam Reddish,SF,20,ATL,33,22,25.6,2.7,8.5,0.319,1,3.8,0.264,1.7,4.8,0.363,0.378,1.5,2,0.785,0.6,3.2,3.8,1.6,1,0.4,1.7,1.9,8,846,5.8,0.425,0.443,0.23,2.7,13.5,8.1,8.6,1.8,1.4,15.5,18.2,-1.6,0.4,-1.2,-0.066,-5.4,-0.8,-6.1,-0.9
384,J.J. Redick,SG,35,NOP,35,31,28.4,4.9,10.8,0.451,3.1,6.7,0.462,1.8,4.1,0.434,0.595,2.7,3,0.895,0.2,2.7,2.9,1.9,0.3,0.2,1.1,1.6,15.6,995,15.5,0.641,0.623,0.277,0.8,10.2,5.4,10,0.6,0.5,8.6,19.3,2.4,0.1,2.5,0.119,2.7,-3.2,-0.5,0.4
385,Naz Reid,C,20,MIN,7,0,12,3.1,7.4,0.423,1.4,4.1,0.345,1.7,3.3,0.522,0.519,0.6,1.1,0.5,1,1.9,2.9,1,0.6,0.4,1,2.1,8.3,84,17.7,0.522,0.558,0.154,8.4,16.3,12.3,15.1,2.2,2.9,11.2,30.7,0,0.1,0.1,0.065,1.2,-1.1,0.1,0
386,Josh Richardson,SG,26,PHI,30,30,32,5.6,12.8,0.434,1.8,5,0.358,3.8,7.8,0.483,0.504,2.1,2.7,0.768,0.8,2.5,3.3,3.5,1.1,0.6,2.1,2.8,15,960,12.9,0.536,0.392,0.213,2.8,8.5,5.7,16.1,1.7,1.6,13,21.6,0.4,1.2,1.6,0.08,-0.5,-0.3,-0.8,0.3
387,Austin Rivers,SG,27,HOU,33,2,22.6,2.9,7,0.411,1.3,3.9,0.326,1.6,3.1,0.52,0.502,0.9,1.3,0.682,0.5,1.8,2.4,1.5,0.5,0.2,0.6,1.8,7.9,746,9.9,0.523,0.558,0.19,2.5,8.3,5.4,9.3,1.1,0.7,7.4,14.9,0.7,0.4,1.1,0.072,-1.1,-1.7,-2.8,-0.2
388,Duncan Robinson,SF,25,MIA,36,31,27.3,4,8.4,0.472,3.2,7.2,0.444,0.8,1.2,0.636,0.662,0.6,0.6,0.957,0.2,3.1,3.3,0.9,0.6,0.3,0.7,2.7,11.8,981,13,0.675,0.855,0.076,0.7,12,6.7,4.9,1,1,7.1,15,1.8,1,2.8,0.135,2.5,-1.3,1.2,0.8
389,Glenn Robinson,SF,26,GSW,37,37,31.9,4.8,10.5,0.454,1.3,3.2,0.395,3.5,7.3,0.48,0.514,1.2,1.5,0.833,1.4,3.3,4.7,1.6,0.9,0.2,0.9,1.8,12.1,1181,11.8,0.539,0.305,0.138,4.5,11.4,7.9,7.8,1.3,0.7,7.6,16.2,0.9,0.5,1.4,0.056,-1.2,-1.3,-2.5,-0.1
390,Jerome Robinson,SG,22,LAC,30,0,11.9,1.3,3.6,0.352,0.5,1.8,0.283,0.8,1.8,0.418,0.421,0.3,0.6,0.588,0.1,1.4,1.6,1,0.3,0.2,0.7,1.4,3.4,357,5,0.437,0.491,0.157,1.2,12.2,6.8,10.7,1,1.7,15.4,15.7,-0.4,0.4,0,-0.006,-4.7,0.2,-4.5,-0.2
391,Justin Robinson,PG,22,WAS,9,0,5.4,0.6,1.3,0.417,0.3,0.6,0.6,0.2,0.8,0.286,0.542,0,0,,0.1,0.4,0.6,0.8,0,0.1,0.3,0.2,1.4,49,8.4,0.542,0.417,0,2.1,9.3,5.5,18.3,0,1.8,20,12.7,0,0,0,0,-3.2,-3.5,-6.6,-0.1
392,Mitchell Robinson,C,21,NYK,33,7,22.7,4.3,6,0.709,0,0,,4.3,6,0.709,0.709,1.7,2.7,0.622,3,3.9,7,0.5,0.8,1.8,0.6,3.5,10.2,750,24,0.708,0,0.452,13.3,18.7,15.9,3.5,1.8,7.7,8.1,14.6,2.7,1,3.6,0.232,2,3,5,1.3
393,Rajon Rondo,PG,33,LAL,25,1,21,2.7,6.6,0.404,1,2.6,0.369,1.7,4,0.426,0.476,0.6,0.8,0.762,0.4,3,3.4,5.4,1,0.1,2.1,1.2,7,525,13,0.496,0.392,0.127,2.4,15.3,9,34.4,2.2,0.3,23.2,18.5,0.1,0.8,0.9,0.081,-1.8,0.2,-1.6,0
394,Derrick Rose,PG,31,DET,32,1,25,7,14.5,0.484,1,3,0.33,6,11.4,0.525,0.518,2.5,2.8,0.878,0.5,1.7,2.2,5.8,0.9,0.3,2.5,1,17.5,799,21.9,0.556,0.21,0.194,2.3,7.5,4.9,42.4,1.8,1.1,13.7,31.4,1.4,0.4,1.8,0.108,3.1,-2.6,0.5,0.5
395,Terrence Ross,SG,28,ORL,35,0,25.1,4.6,11.1,0.415,2.1,6.2,0.341,2.5,4.9,0.509,0.51,2,2.4,0.845,0.3,2.5,2.8,0.9,1,0.3,1,1.5,13.4,878,14.1,0.549,0.556,0.215,1,10.9,5.9,5.8,1.9,1.1,7.4,22.8,0.5,1,1.5,0.084,-0.1,-1.6,-1.6,0.1
396,Terry Rozier,PG,25,CHO,39,39,33.9,6.4,15.1,0.424,2.6,6.7,0.391,3.8,8.4,0.45,0.51,2.6,3.1,0.842,0.8,3.6,4.4,4.4,1.2,0.2,2.6,2.2,18,1324,15.1,0.547,0.442,0.203,2.5,12,7,22,1.7,0.5,13.5,24.4,1,0.5,1.6,0.058,1.1,-1.8,-0.7,0.4
397,Ricky Rubio,PG,29,PHO,31,31,32.1,4.8,11.7,0.412,1.2,3.6,0.319,3.7,8.1,0.454,0.462,2.6,3.1,0.833,0.7,3.9,4.6,9.3,1.3,0.2,2.5,2.5,13.4,994,16.2,0.512,0.31,0.264,2.4,13.9,7.9,41,1.8,0.5,15.9,20.5,1.4,0.7,2.1,0.102,0.5,-0.8,-0.3,0.4
398,D'Angelo Russell,SG,23,GSW,22,22,31.4,8.1,18.8,0.433,3.4,9.3,0.363,4.8,9.5,0.502,0.523,3.6,4.7,0.767,0.3,3.1,3.4,6,0.9,0.4,3,2.2,23.2,691,19.7,0.557,0.494,0.249,0.9,10.9,5.8,36.4,1.3,1,12.8,32.4,0.8,0.3,1.1,0.073,4.7,-3.3,1.4,0.6
399,Domantas Sabonis,C,23,IND,35,35,34.3,7.1,13.7,0.522,0.3,1.1,0.256,6.9,12.6,0.545,0.532,3.2,4.5,0.718,3.4,9.6,13,4.2,0.9,0.6,2.6,3.4,17.8,1200,20.5,0.568,0.081,0.326,10.9,30.5,20.8,18.6,1.3,1.5,14.2,23.2,2.2,2,4.2,0.168,1.1,2.7,3.8,1.8
400,JaKarr Sampson,SF,26,IND,11,7,15.6,2.2,3.8,0.571,0.2,0.9,0.2,2,2.9,0.688,0.595,0.2,0.6,0.286,0.6,1.9,2.5,0.4,0.5,0.5,0.5,2.2,4.7,172,10.1,0.577,0.238,0.167,4.5,13.3,8.9,3.2,1.4,3,11.7,13,0.1,0.2,0.3,0.082,-2.7,1,-1.7,0
401,Dario Šarić,PF,25,PHO,37,34,25.4,3.8,8.6,0.438,1.4,4.2,0.325,2.4,4.3,0.55,0.519,1.2,1.4,0.83,1.5,5,6.5,1.9,0.6,0.3,1.3,2.4,10.1,938,12.7,0.548,0.495,0.167,6.3,22.2,14,10.5,1.2,1,12.4,17.5,0.7,0.8,1.4,0.073,-0.8,0,-0.8,0.3
402,Tomáš Satoranský,PG,28,CHI,37,37,28.8,3.7,8.2,0.446,1.2,3.2,0.376,2.5,5.1,0.489,0.518,1.5,1.8,0.877,1.1,2.7,3.8,5.5,1.5,0.1,2,1.9,10.1,1065,14.7,0.559,0.384,0.213,3.7,10.4,6.9,28.6,2.4,0.4,18.4,16.2,1.4,1.3,2.7,0.12,0.1,0.3,0.4,0.6
403,Admiral Schofield,SF,22,WAS,22,2,11,1,2.6,0.368,0.5,1.7,0.297,0.5,0.9,0.5,0.465,0.4,0.5,0.75,0.2,1,1.2,0.5,0.3,0.1,0.3,1.7,2.8,243,5.7,0.498,0.649,0.211,1.7,10.7,6,6.2,1.3,1.1,10.1,11.8,0,0,0,0.001,-2.5,-2.1,-4.6,-0.2
404,Dennis Schröder,PG,26,OKC,36,0,30.6,7,15,0.467,1.8,5.1,0.355,5.2,9.9,0.524,0.527,2.7,3.3,0.814,0.3,3.4,3.8,3.7,0.7,0.3,2.9,2.2,18.5,1102,15.9,0.562,0.339,0.219,1.1,12,6.7,20.7,1.1,0.8,14.8,27.8,0.5,0.9,1.4,0.062,0.1,-1.6,-1.5,0.1
405,Mike Scott,PF,31,PHI,38,4,18.4,2.2,5.2,0.416,1.2,3.5,0.348,0.9,1.7,0.554,0.533,0.4,0.4,0.824,0.7,2.5,3.2,0.6,0.3,0.1,0.4,1.3,5.9,701,9.5,0.548,0.67,0.086,4.2,14.8,9.6,4.4,0.8,0.2,6.4,13.4,0.6,0.7,1.3,0.088,-1,-1.5,-2.5,-0.1
406,Thabo Sefolosha,PF,35,HOU,23,0,9.9,0.7,2.1,0.333,0.3,1.3,0.276,0.3,0.8,0.421,0.417,0,0,0,0.5,1.6,2.1,0.7,0.4,0.2,0.3,0.9,1.7,227,7.3,0.413,0.604,0.021,5.5,16.4,11,8.4,1.8,1.5,12.6,10,0,0.2,0.2,0.045,-3.6,0.8,-2.8,0
407,Collin Sexton,SG,21,CLE,37,37,31.2,7.1,15.8,0.451,0.9,3.2,0.297,6.2,12.6,0.489,0.48,3.3,4,0.83,1,2.1,3.1,2.3,1,0.1,2.1,2.1,18.5,1153,14.9,0.526,0.201,0.251,3.5,7.5,5.5,12.6,1.5,0.1,10.5,27,0.6,0.1,0.7,0.028,-0.9,-3.2,-4,-0.6
408,Landry Shamet,SG,22,LAC,21,14,26.5,2.9,6.9,0.421,2,5.1,0.393,0.9,1.8,0.5,0.566,1.1,1.2,0.96,0.1,1.8,2,1.6,0.5,0.2,0.9,3,9,556,8.6,0.603,0.738,0.172,0.6,6.9,3.8,7.9,0.8,0.6,10.9,12.9,0.6,0.4,1.1,0.092,0.5,-0.7,-0.3,0.2
409,Iman Shumpert,SG,29,BRK,13,0,18.5,1.6,4.9,0.328,0.6,2.5,0.242,1,2.4,0.419,0.391,0.3,0.5,0.571,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,241,5.4,0.403,0.516,0.109,3.9,10.2,7.2,6.8,2.3,0.7,13,13.3,-0.3,0.3,0,-0.002,-4.9,0.8,-4.1,-0.1
410,Pascal Siakam,PF,25,TOR,27,27,36.6,9.4,20.5,0.457,2.5,6.3,0.392,6.9,14.2,0.486,0.517,3.9,4.7,0.813,1.4,6.6,8,3.6,1,1,2.7,2.9,25.1,989,19.4,0.555,0.309,0.231,4.1,18.3,11.4,17.6,1.3,2.5,10.6,29.5,1.1,1.7,2.8,0.134,1.3,1.2,2.4,1.1
411,Chris Silva,PF,23,MIA,29,0,8.5,1.3,1.9,0.691,0,0.1,0,1.3,1.8,0.717,0.691,1,1.4,0.683,1.6,1.6,3.2,0.5,0.2,0.6,1,2.2,3.6,247,18.6,0.712,0.036,0.745,21.9,19.8,20.8,9.3,1.2,6.4,28.4,18,0.6,0.4,1,0.192,0.3,2.9,3.3,0.3
412,Ben Simmons,PG,23,PHI,36,36,35.4,6.1,10.8,0.563,0.1,0.1,0.4,6,10.7,0.565,0.566,2.7,4.6,0.59,1.9,5.6,7.5,8.6,2.2,0.7,3.6,3.4,14.9,1273,19.5,0.582,0.013,0.427,6,17.4,11.8,35.6,3,1.7,22,20,2.1,2.3,4.3,0.163,1.1,3.4,4.5,2.1
413,Anfernee Simons,SG,20,POR,38,1,22.4,3.7,8.7,0.419,1.2,3.7,0.338,2.4,5.1,0.477,0.489,1.1,1.4,0.774,0.4,2.2,2.6,1.4,0.4,0.1,1,2,9.6,853,10.2,0.515,0.419,0.16,2,9.7,5.9,9,0.8,0.5,9.4,19.5,0.2,0.2,0.4,0.023,-1.5,-2.7,-4.2,-0.5
414,Alen Smailagić,F,19,GSW,5,0,11.4,1.8,3.6,0.5,0.2,1.2,0.167,1.6,2.4,0.667,0.528,1.2,1.4,0.857,0.6,1.8,2.4,0.8,0.2,0.4,0.2,1.4,5,57,16.7,0.593,0.333,0.389,5.5,17.5,11.3,11.1,0.8,3.2,4.5,16.5,0.1,0,0.2,0.151,-0.5,-1.1,-1.6,0
415,Marcus Smart,SG,25,BOS,25,19,31.7,3.9,10.7,0.363,2,6.2,0.314,1.9,4.4,0.432,0.455,1.7,2.2,0.778,0.9,2.4,3.3,4.7,1.5,0.5,1.2,2.4,11.4,792,13,0.49,0.584,0.202,3,8.2,5.6,20.4,2.3,1.5,9.6,17.3,0.8,1.2,1.9,0.116,0.8,0.7,1.6,0.7
416,Dennis Smith,PG,22,NYK,21,1,16.1,2,6,0.325,0.6,2,0.293,1.4,4,0.341,0.373,0.7,1.4,0.5,0.6,1.5,2.1,2.7,0.5,0.3,1.4,2.1,5.2,339,6.3,0.392,0.325,0.238,3.8,9.9,6.7,24.7,1.4,2,17.7,21.1,-0.7,0.2,-0.5,-0.077,-4.9,-1.4,-6.3,-0.4
417,Ish Smith,PG,31,WAS,36,12,26.1,4.8,10.2,0.471,1,2.7,0.371,3.8,7.5,0.507,0.52,0.8,1.3,0.652,0.4,2.4,2.9,4.3,0.8,0.4,1.3,1.6,11.4,941,14.6,0.532,0.264,0.125,1.8,10.6,6,23.7,1.5,1.2,10.4,19,1.1,0,1.1,0.057,0.1,-2.1,-2.1,0
418,Tony Snell,SF,28,DET,34,32,25.8,2.9,6.3,0.469,1.9,4.3,0.435,1.1,1.9,0.545,0.62,0.4,0.4,1,0.2,1.6,1.8,1.4,0.4,0.1,0.4,1.7,8.1,877,10,0.633,0.69,0.061,0.8,6.9,3.8,7.4,0.8,0.5,6,11.4,1.3,0.1,1.4,0.078,1,-1.8,-0.8,0.3
419,Omari Spellman,PF,22,GSW,35,0,16.9,2.6,5.8,0.45,0.7,1.8,0.381,1.9,4,0.482,0.51,1.4,1.8,0.806,1.9,3.1,4.9,0.9,0.7,0.5,1.1,1,7.3,591,16.8,0.558,0.312,0.307,11.5,20,15.6,8.3,1.9,2.7,14.9,19.4,0.5,0.6,1.1,0.091,-1.3,-0.1,-1.4,0.1
420,Max Strus,SG,23,CHI,2,0,3,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0.5,0.5,1,0.5,0,0.5,0,0,0,0,0.5,2.5,6,30.9,0.727,0.333,0.333,17,0,8.8,0,0,0,0,24.3,0,0,0,0.33,7.2,-9.1,-1.9,0
421,Edmond Sumner,PG,24,IND,13,2,14.2,1.7,4.2,0.4,0.3,1.2,0.25,1.4,3,0.462,0.436,0.3,0.5,0.571,0.5,0.8,1.4,1.5,0.6,0.3,0.5,1.7,4,185,9,0.448,0.291,0.127,4.2,6.5,5.3,14.5,2.1,1.9,10.8,15.4,0,0.2,0.2,0.046,-2.8,0.4,-2.4,0
422,Caleb Swanigan,PF,22,SAC,6,0,3.3,0.3,0.7,0.5,0,0,,0.3,0.7,0.5,0.5,0.2,0.3,0.5,0.3,0.8,1.2,0.2,0.2,0.3,0.8,1,0.8,20,2.7,0.512,0,0.5,11.1,29.2,19.9,7,2.5,9.4,50.6,21.5,-0.1,0,-0.1,-0.154,-13,6.1,-6.9,0
423,Jayson Tatum,PF,21,BOS,34,34,34.2,7.7,18.2,0.425,2.4,6.6,0.363,5.4,11.6,0.46,0.49,3.3,3.9,0.848,1.1,5.7,6.9,2.8,1.3,0.9,2.2,2.1,21.1,1164,17.9,0.531,0.36,0.213,3.6,17.6,10.7,13.2,1.9,2.3,10,27.5,0.9,2,3,0.122,0.2,0.8,1,0.9
424,Jeff Teague,PG,31,MIN,30,13,28.6,4.5,9.8,0.456,1,2.6,0.392,3.4,7.2,0.479,0.509,3.9,4.5,0.867,0.4,2.2,2.7,6.3,0.8,0.4,2.3,2.1,13.9,859,17.2,0.589,0.269,0.459,1.5,8.2,4.8,33.3,1.3,1,16.1,20.2,1.9,0.5,2.4,0.135,0.7,-2.2,-1.5,0.1
425,Garrett Temple,SG,33,BRK,35,25,29.5,3.7,10,0.366,2.1,6.6,0.32,1.5,3.4,0.454,0.471,1.1,1.5,0.769,0.6,2.8,3.4,2.6,0.9,0.5,1.3,1.8,10.6,1031,9.7,0.496,0.66,0.149,2.1,9.4,5.9,12.9,1.4,1.4,10.8,16.9,0.1,1,1,0.049,-1.4,0,-1.4,0.1
426,Daniel Theis,C,27,BOS,31,30,21.7,2.9,5.8,0.508,0.3,1.1,0.265,2.6,4.7,0.566,0.534,1,1.4,0.705,1.8,4.3,6.1,1.4,0.6,1.5,0.8,3.3,7.2,674,15.4,0.56,0.19,0.246,8.9,20.9,14.9,9,1.3,6.3,11.6,14.2,1,1.4,2.3,0.167,-1.1,4.4,3.3,0.9
427,Isaiah Thomas,PG,30,WAS,27,24,23.9,4.6,11.1,0.417,2,4.9,0.412,2.6,6.3,0.42,0.507,1.7,2,0.855,0.2,1.3,1.5,4.3,0.4,0.2,2.1,2.1,13,644,13.2,0.541,0.437,0.183,0.8,6.3,3.5,25.9,0.9,0.7,14.7,24.4,0.4,-0.2,0.2,0.016,0.1,-5,-4.9,-0.5
428,Khyri Thomas,SG,23,DET,2,0,3,0,0,,0,0,,0,0,,,0.5,1,0.5,0,0,0,0,0,0,0,0,0.5,6,4,0.568,,,0,0,0,0,0,0,0,6.3,0,0,0,0.023,-4.4,-3,-7.4,0
